Designator,Mid X,Mid Y,Layer,Rotation
C95,95.00, 3.00,Top,0.0
C96,44.00,56.00,Top,180.0
C97,54.00,60.00,Top,180.0
C98,50.00,52.00,Top,0.0
C99,44.00,60.00,Top,0.0
C100,60.00,60.00,Top,180.0
C101,95.50,18.40,Top,0.0
C102,102.00,34.40,Top,0.0
C103,102.00,29.40,Top,0.0
C104,95.50,12.40,Top,0.0
C105,90.00,25.50,Top,180.0
C106,124.00,50.00,Top,0.0
C107,124.00,49.00,Top,0.0
C108,124.00,48.00,Top,0.0
C109,124.00,47.00,Top,0.0
C110,124.00,46.00,Top,0.0
C111,124.00,45.00,Top,0.0
C112,124.00,44.00,Top,0.0
C113,124.00,43.00,Top,0.0
C114,124.00,42.00,Top,0.0
C115,124.00,41.00,Top,0.0
C116,99.00,10.00,Top,180.0
C117,95.00, 4.00,Top,0.0
IC1,93.00,67.00,Top,0.0
IC2,61.00,45.00,Top,0.0
IC3,52.00,13.00,Top,0.0
IC4,73.00,67.00,Top,0.0
IC5,52.00, 6.00,Top,0.0
IC6,92.00,57.00,Top,0.0
IC7,103.00,57.00,Top,0.0
IC8,52.00,29.00,Top,270.0
IC9,52.00,21.00,Top,270.0
IC10,52.00,37.00,Top,270.0
IC11,119.00,30.00,Top,90.0
IC12,77.00,48.00,Top,0.0
IC13,77.00,36.00,Top,0.0
IC14,77.00,24.00,Top,0.0
IC15,77.00,12.00,Top,0.0
IC16,51.00,45.00,Top,0.0
IC17,77.00,42.00,Top,0.0
IC18,77.00,30.00,Top,0.0
IC19,77.00,18.00,Top,0.0
IC20,77.00, 6.00,Top,0.0
IC21,71.00,42.00,Top,270.0
IC22,71.00,18.00,Top,270.0
IC23,71.00,31.00,Top,270.0
IC24,71.00, 6.00,Top,270.0
IC25,119.00,62.00,Top,90.0
IC26,42.00,48.00,Top,270.0
IC27,52.00,56.00,Top,270.0
IC28,97.00,21.00,Top,0.0
IC29,118.00,45.00,Top,270.0
IC30,97.00,33.00,Top,0.0
IC31,97.00,28.00,Top,0.0
IC32,97.00,15.00,Top,0.0
IC33,97.00, 7.00,Top,0.0
IC34,90.00,28.00,Top,0.0
IC35,90.00,15.00,Top,0.0
L1,131.00,71.00,Top,180.0
L2,137.00,71.00,Top,180.0
R1,73.30,63.50,Top,0.0
R2,92.30,71.80,Top,0.0
R3,93.20,63.00,Top,0.0
R4,40.00,67.00,Top,90.0
R5,52.00,67.00,Top,90.0
R6,103.00,53.40,Top,0.0
R7,83.00,41.00,Top,180.0
R8,83.00,32.00,Top,180.0
R9,97.00,72.00,Top,180.0
R10,25.40, 7.70,Top,90.0
R11,92.30,70.50,Top,180.0
R12,83.00,19.00,Top,180.0
R13,70.00,71.00,Top,0.0
R14,113.00,35.40,Top,0.0
R15,114.00, 9.00,Top,90.0
R16,114.00,18.00,Top,90.0
R17,58.00,37.00,Top,180.0
R18,92.20,53.50,Top,0.0
R19,92.20,52.10,Top,180.0
R20,93.20,60.90,Top,0.0
R21,46.00,11.20,Top,180.0
R22,46.00,12.60,Top,180.0
R23,46.00,15.70,Top,180.0
R24,46.00,14.00,Top,180.0
R25,89.30,50.10,Top,180.0
R26,103.00,51.90,Top,180.0
R27,58.00,10.00,Top,180.0
R28,58.00,11.50,Top,180.0
R29,58.00,14.80,Top,180.0
R30,58.00,13.00,Top,180.0
R31,89.30,48.00,Top,180.0
R32,83.00, 7.00,Top,180.0
R33,83.00,44.00,Top,180.0
R34,81.00,63.00,Top,0.0
R35,43.00,34.00,Top,180.0
R36,83.00,29.00,Top,180.0
R37,46.00, 4.40,Top,180.0
R38,83.00,16.00,Top,180.0
R39,46.00, 5.70,Top,180.0
R40,83.00, 4.00,Top,180.0
R41,46.00, 8.50,Top,180.0
R42,92.30,73.10,Top,180.0
R43,46.00, 7.00,Top,180.0
R44,58.00, 4.80,Top,180.0
R45,58.00, 3.60,Top,180.0
R46,58.00, 7.60,Top,180.0
R47,71.00,47.00,Top,0.0
R48,136.00,48.00,Top,180.0
R49,136.00,50.00,Top,180.0
R50,144.00,50.00,Top,0.0
R51,140.00,50.00,Top,180.0
R52,58.00, 6.00,Top,180.0
R53,71.00,35.00,Top,0.0
R54,43.00,28.00,Top,0.0
R55,43.00,20.00,Top,0.0
R56,83.00,49.00,Top,0.0
R57,83.00,37.00,Top,0.0
R58,61.00,28.00,Top,0.0
R59,61.00,20.00,Top,0.0
R61,46.00,34.00,Top,0.0
R62,58.00,31.00,Top,0.0
R63,46.00,31.00,Top,0.0
R64,46.00,28.00,Top,180.0
R65,58.00,28.00,Top,0.0
R66,58.00,23.00,Top,180.0
R67,46.00,23.00,Top,0.0
R68,46.00,20.00,Top,180.0
R69,58.00,20.00,Top,0.0
R70,113.00,36.70,Top,180.0
R71,76.80,63.00,Top,180.0
R72,82.30,59.80,Top,0.0
R74,71.00,23.00,Top,180.0
R75,83.00,25.00,Top,0.0
R76,71.00,11.00,Top,180.0
R77,82.00,13.00,Top,0.0
R78,25.40,11.90,Top,270.0
R79,61.20,37.00,Top,180.0
R80,35.00,15.00,Top,0.0
R81,35.00,17.00,Top,0.0
R82,35.00,24.00,Top,0.0
R83,35.00,22.00,Top,0.0
R85,61.20,39.00,Top,180.0
R86,93.00,42.00,Top,0.0
R87,144.00,48.00,Top,0.0
R88,99.20,42.00,Top,0.0
R89,96.60,47.80,Top,180.0
R90,140.00,48.00,Top,180.0
R91,92.00, 3.00,Top,180.0
R92,101.90,33.00,Top,0.0
R93,57.00,54.00,Top,180.0
R94,92.10,32.00,Top,180.0
R95,47.00,54.00,Top,0.0
R96,57.00,58.00,Top,180.0
R97,47.00,58.00,Top,0.0
R98,47.00,56.00,Top,180.0
R99,57.00,56.00,Top,0.0
R100,47.00,60.00,Top,0.0
R101,57.00,60.00,Top,180.0
R102,92.00, 5.40,Top,180.0
R103,92.00, 8.30,Top,180.0
R104,92.00, 6.90,Top,180.0
R105,102.00, 5.00,Top,180.0
R106,99.00, 3.00,Top,180.0
R107,102.00, 8.40,Top,180.0
R108,102.00, 7.00,Top,180.0
R109,89.00, 3.00,Top,180.0
R110,102.00, 3.00,Top,180.0
R111,89.00,34.00,Top,0.0
R112,90.00,20.00,Top,0.0
R113,89.00,32.00,Top,0.0
R114,90.00,18.00,Top,0.0
R115,58.00,39.00,Top,180.0
